FID,id,latitude,longitude,country,sample_size,hbaa,hbas,hbss,malaria_hypothesis,population_estimates,area_type,source,citation,country_id,malaria_metrics_available,identifiedproblem
HbS_Data.fid--5a9ebec4_181ab14c941_1e99,955,-18.7665,45.091,Madagascar,76,,11,,NO,YES,,IBD02670,"Hewitt, R., A. Krause, et al. (1996). ""Beta-globin haplotype analysis suggests that a major source of Malagasy ancestry is derived from Bantu-speaking Negroids."" American Journal of Human Genetics 58(6): 1303-1308.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e9a,956,-18.7546,47.7441,Madagascar,61,,6,,NO,YES,,IBD02670,"Hewitt, R., A. Krause, et al. (1996). ""Beta-globin haplotype analysis suggests that a major source of Malagasy ancestry is derived from Bantu-speaking Negroids."" American Journal of Human Genetics 58(6): 1303-1308.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b24,420,-18.7162,26.5023,Zimbabwe,60,53,7,,YES,YES,,IBD01013,"Jenkins, T. (1963). ""Sickle Cell Anaemia in Wankie, Southern Rhodesia."" Central African Journal of Medicine 40: 307-319.",ZWE,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ccb,421,-18.7162,26.5023,Zimbabwe,298,280,18,,YES,YES,,IBD01013,"Jenkins, T. (1963). ""Sickle Cell Anaemia in Wankie, Southern Rhodesia."" Central African Journal of Medicine 40: 307-319.",ZWE,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e79,957,-18.5999,46.5425,Madagascar,6,,0,,NO,YES,,IBD02670,"Hewitt, R., A. Krause, et al. (1996). ""Beta-globin haplotype analysis suggests that a major source of Malagasy ancestry is derived from Bantu-speaking Negroids."" American Journal of Human Genetics 58(6): 1303-1308.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1de7,742,-18.46,45.023,Madagascar,90,,10,,NO,YES,Large polygon (>100 km2),IBD01898,"Singer, R., O. E. Budtz-Olsen, et al. (1957). ""Physical features, sickling and serology of the Malagasy of Madagascar."" American Journal of Physical Anthropology 15(1): 91-124.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e9c,958,-18.3025,47.3991,Madagascar,171,,2,,NO,YES,,IBD02670,"Hewitt, R., A. Krause, et al. (1996). ""Beta-globin haplotype analysis suggests that a major source of Malagasy ancestry is derived from Bantu-speaking Negroids."" American Journal of Human Genetics 58(6): 1303-1308.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ade,804,-18.218,28.94,Zimbabwe,241,230,3,1,YES,YES,Point (? 10 km2),IBD02235,"Adewuyi, J. O. and C. Gwanzura (1994). ""Frequency of the sickle haemoglobin gene in Zimbabwe."" East African Medical Journal 71(3): 204-206.",ZWE,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d7e,584,-18.071,21.935,Namibia,35,35,0,0,NO,YES,Large polygon (>100 km2),IBD01484,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",NAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1af0,585,-18.066,21.449,Namibia,52,52,0,0,NO,YES,Point (? 10 km2),IBD01484,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",NAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c21,393,-18.066,21.449,Namibia,58,58,0,0,YES,NO,Large polygon (>100 km2),IBD00849,"Griffiths, S. B. (1953). ""Absence of the sickle cell trait in the Bushmen of South-West Africa."" Nature 171(4352): 577-578.",NAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1de0,730,-18.063,44.03,Madagascar,229,224,5,,YES,YES,Small polygon (>25 and ? 100 km2),IBD01790,"Saugrain, J. (1957). ""[New research on drepanocytosis in Madagascar.]."" Bulletin de la Société de Pathologie Exotique et de ses Filiales 50(3): 480-486.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b50,586,-18,22.25,Namibia,35,,0,,NO,YES,Point (? 10 km2),IBD01484,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",NAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f57,587,-18.042876,20.700025,Namibia,111,100,11,0,YES,YES,Point (? 10 km2),IBD01484,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",NAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e18,805,-17.993,31.084,Zimbabwe,253,245,5,2,YES,YES,Point (? 10 km2),IBD02235,"Adewuyi, J. O. and C. Gwanzura (1994). ""Frequency of the sickle haemoglobin gene in Zimbabwe."" East African Medical Journal 71(3): 204-206.",ZWE,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d7f,588,-17.925,19.753,Namibia,92,78,14,0,NO,YES,Point (? 10 km2),IBD01484,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",NAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cf6,422,-17.98265101,27.53399291,Zimbabwe,401,401,0,,YES,YES,,IBD01013,"Jenkins, T. (1963). ""Sickle Cell Anaemia in Wankie, Southern Rhodesia."" Central African Journal of Medicine 40: 307-319.",ZWE,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e19,806,-17.817,31.05,Zimbabwe,178,173,3,1,YES,YES,Point (? 10 km2),IBD02235,"Adewuyi, J. O. and C. Gwanzura (1994). ""Frequency of the sickle haemoglobin gene in Zimbabwe."" East African Medical Journal 71(3): 204-206.",ZWE,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ce7,395,-17.778,23.385,Namibia,119,119,0,0,YES,YES,Large polygon (>100 km2),IBD00849,"Griffiths, S. B. (1953). ""Absence of the sickle cell trait in the Bushmen of South-West Africa."" Nature 171(4352): 577-578.",NAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cf8,394,-17.778,23.385,Namibia,60,,0,0,NO,YES,,IBD00849,"Griffiths, S. B. (1953). ""Absence of the sickle cell trait in the Bushmen of South-West Africa."" Nature 171(4352): 577-578.",NAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1be5,589,-17.626451,18.610891,Namibia,107,100,7,0,YES,YES,Point (? 10 km2),IBD01484,"Nurse, G. T. and T. Jenkins (1977). ""Serogenetic studies on the Kavango peoples of South West Africa."" Annals of Human Biology 4: 465-478.",NAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d8a,603,-17.5,32.5,Zimbabwe,179,160,19,0,NO,YES,Large polygon (>100 km2),IBD01518,"Orbell, S. F. and R. M. Bell (1977). ""Sickle cell trait and intellectual ability."" Central African Journal of Medicine 23(8): 179-182.",ZWE,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e9f,959,-16.9557,49.0885,Madagascar,142,,9,,NO,YES,,IBD02670,"Hewitt, R., A. Krause, et al. (1996). ""Beta-globin haplotype analysis suggests that a major source of Malagasy ancestry is derived from Bantu-speaking Negroids."" American Journal of Human Genetics 58(6): 1303-1308.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c20,246,-16.9007,49.909,Madagascar,247,,26,,NO,YES,,IBD00461,"Chabeuf, M. and G. Zeldine (1962). ""Groupes sanguins et drepanocytose dans l'ile de Sainte Marie (Madagascar)."" Medecine Tropicale 22: 261-267.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d02,409,-16.821,145.628,Australia,148,148,0,0,YES,YES,,IBD00936,"Horsfall, W. R. and H. Lehmann (1956). ""Absence of abnormal haemoglobins in some Australian aboriginals."" Nature 177(4497): 41-42.",AUS,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e1a,807,-16.773,31.575,Zimbabwe,196,192,3,0,YES,YES,Point (? 10 km2),IBD02235,"Adewuyi, J. O. and C. Gwanzura (1994). ""Frequency of the sickle haemoglobin gene in Zimbabwe."" East African Medical Journal 71(3): 204-206.",ZWE,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ea0,960,-16.5893,47.3753,Madagascar,6,,2,,NO,YES,,IBD02670,"Hewitt, R., A. Krause, et al. (1996). ""Beta-globin haplotype analysis suggests that a major source of Malagasy ancestry is derived from Bantu-speaking Negroids."" American Journal of Human Genetics 58(6): 1303-1308.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1eae,972,14.542115,-16.256096,Senegal,125,98,27,,YES,YES,Point (? 10 km2),IBD02746,"Konate, L., J. Zwetyenga, et al. (1999). ""The epidemiology of multiple Plasmodium falciparum infections - 5. Variation of Plasmodium falciparum msp1 block 2 and msp2 allele prevalence and of infection complexity in two neighbouring Senegalese villages with different transmission conditions."" Transactions of the Royal Society of Tropical Medicine and Hygiene 93: S21-S28.",SEN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b1a,68,13.308,-16.098,Gambia,713,621,82,0,NO,YES,,IBD00067,"Allison, A. C. (1956). ""The sickle-cell and haemoglobin C genes in some African populations."" Annals of Human Genetics 21(1): 67-89.",GMB,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e78,861,-16.024,34.786,Malawi,177,,,2,NO,YES,Point (? 10 km2),IBD02407,"Calis, J. C., K. S. Phiri, et al. (2008). ""Severe anemia in Malawian children."" The New England Journal of Medicine 358(9): 888-899.",MWI,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dc8,675,-15.794,20.356,Angola,35,35,0,0,YES,YES,Point (? 10 km2),IBD01749,"Salazar Leite, A., G. Jorge Janz, et al. (1954). ""Relatorio da Missao do Instituto de Medicina Tropical a Angola (1954) Em colaboracao com a Missao de Prospeccao de endemias de Angola."" Anais do Instituto de Medicina Tropical 12: 129-254.",AGO,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1de5,739,-15.792,34.993,Malawi,710,672,37,1,YES,YES,Point (? 10 km2),IBD01889,"Simbeye, A. G. (1971). ""An analysis of some hemoglobin and haptoglobin phenotypes in Blantyre, Malawi."" American Journal of Human Genetics 23(5): 510-512.",MWI,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c27,102,-15.6481,23.6774,Zambia,44,41,3,0,YES,YES,,IBD00148,"Barclay, G. P., H. I. Jones, et al. (1970). ""A survey of the of sickle cell trait and glucose-6-phosphate dehydrogenase deficiency in Zambia."" Transactions of the Royal Society of Tropical Medicine and Hygiene 64: 78-93.",ZMB,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dca,676,-15.467,21.367,Angola,23,23,0,0,YES,YES,Point (? 10 km2),IBD01749,"Salazar Leite, A., G. Jorge Janz, et al. (1954). ""Relatorio da Missao do Instituto de Medicina Tropical a Angola (1954) Em colaboracao com a Missao de Prospeccao de endemias de Angola."" Anais do Instituto de Medicina Tropical 12: 129-254.",AGO,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bd4,319,-15.418,28.286,Zambia,2210,,264,,NO,YES,Small polygon (>25 and ? 100 km2),IBD00684,"Ezeilo, G. C. (1970). ""Sickle-cell trait frequency in Zambia."" Tropical and Geographical Medicine 22(2): 189-197.",ZMB,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c42,136,-15.418,28.286,Zambia,202,191,11,,YES,NO,Small polygon (>25 and ? 100 km2),IBD00210,"Bernstein, R. E. (1965). Inborn errors of metabolism in Cetral Africa: red cell glucose-6-phosphate dehydrogenase deficiency and sickle haemoglobin. Science and Medicine in Central Africa. S. GJ. NY, Pergamon Press: 739-747.",ZMB,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ea3,961,-15.3877,48.1843,Madagascar,126,,12,,NO,YES,,IBD02670,"Hewitt, R., A. Krause, et al. (1996). ""Beta-globin haplotype analysis suggests that a major source of Malagasy ancestry is derived from Bantu-speaking Negroids."" American Journal of Human Genetics 58(6): 1303-1308.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b1c,234,-15.323,-67.5138,Bolivia,2017,2017,0,0,YES,YES,,IBD00415,"Cabannes, R. and A. Schmidt-Beurrier (1966). ""Recherches sur les haemoglobines des populations indiennes de l'Amerique de Sud."" L'Anthropologie 70: 331-334.",BOL,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c00,235,-15.323,-67.5138,Bolivia,525,,0,0,NO,YES,,IBD00415,"Cabannes, R. and A. Schmidt-Beurrier (1966). ""Recherches sur les haemoglobines des populations indiennes de l'Amerique de Sud."" L'Anthropologie 70: 331-334.",BOL,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bae,104,-15.276,23.131,Zambia,502,462,40,0,YES,YES,Point (? 10 km2),IBD00148,"Barclay, G. P., H. I. Jones, et al. (1970). ""A survey of the of sickle cell trait and glucose-6-phosphate dehydrogenase deficiency in Zambia."" Transactions of the Royal Society of Tropical Medicine and Hygiene 64: 78-93.",ZMB,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c10,103,-15.276,23.131,Zambia,28,26,2,0,YES,YES,,IBD00148,"Barclay, G. P., H. I. Jones, et al. (1970). ""A survey of the of sickle cell trait and glucose-6-phosphate dehydrogenase deficiency in Zambia."" Transactions of the Royal Society of Tropical Medicine and Hygiene 64: 78-93.",ZMB,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d4a,523,-15.2496,-69.8104,Peru,274,274,0,0,YES,YES,,IBD01301,"Matson, G. A., H. E. Sutton, et al. (1966). ""Distribution of hereditary blood groups among Indians in South America. II. In Peru."" American Journal of Physical Anthropology 24(3): 325-349.",PER,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dcb,677,-15.163,19.173,Angola,94,94,0,0,YES,YES,Point (? 10 km2),IBD01749,"Salazar Leite, A., G. Jorge Janz, et al. (1954). ""Relatorio da Missao do Instituto de Medicina Tropical a Angola (1954) Em colaboracao com a Missao de Prospeccao de endemias de Angola."" Anais do Instituto de Medicina Tropical 12: 129-254.",AGO,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cca,331,-15.115,39.257,Mozambique,25,,0,,NO,YES,,IBD00735,"Foy, H., A. Kondi, et al. (1952). ""The distribution of sickle cell trait and the incidence of sickle cell anaemia in the Negro tribes of Portuguese East Africa."" East African Medical Journal 29(7): 247-251.",MOZ,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ccd,332,-15.038,40.732,Mozambique,110,,42,,NO,YES,,IBD00735,"Foy, H., A. Kondi, et al. (1952). ""The distribution of sickle cell trait and the incidence of sickle cell anaemia in the Negro tribes of Portuguese East Africa."" East African Medical Journal 29(7): 247-251.",MOZ,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c28,105,-14.7408,29.1349,Zambia,129,87,42,0,YES,YES,Point (? 10 km2),IBD00148,"Barclay, G. P., H. I. Jones, et al. (1970). ""A survey of the of sickle cell trait and glucose-6-phosphate dehydrogenase deficiency in Zambia."" Transactions of the Royal Society of Tropical Medicine and Hygiene 64: 78-93.",ZMB,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dcd,678,-14.649,17.662,Angola,29,29,0,0,YES,YES,Point (? 10 km2),IBD01749,"Salazar Leite, A., G. Jorge Janz, et al. (1954). ""Relatorio da Missao do Instituto de Medicina Tropical a Angola (1954) Em colaboracao com a Missao de Prospeccao de endemias de Angola."" Anais do Instituto de Medicina Tropical 12: 129-254.",AGO,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dce,679,-14.615,18.481,Angola,68,68,0,0,YES,YES,Point (? 10 km2),IBD01749,"Salazar Leite, A., G. Jorge Janz, et al. (1954). ""Relatorio da Missao do Instituto de Medicina Tropical a Angola (1954) Em colaboracao com a Missao de Prospeccao de endemias de Angola."" Anais do Instituto de Medicina Tropical 12: 129-254.",AGO,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ea4,962,-13.5793,48.9815,Madagascar,14,,3,,NO,YES,,IBD02670,"Hewitt, R., A. Krause, et al. (1996). ""Beta-globin haplotype analysis suggests that a major source of Malagasy ancestry is derived from Bantu-speaking Negroids."" American Journal of Human Genetics 58(6): 1303-1308.",MDG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c2a,106,-13.483,25.865,Zambia,319,235,84,0,YES,YES,,IBD00148,"Barclay, G. P., H. I. Jones, et al. (1970). ""A survey of the of sickle cell trait and glucose-6-phosphate dehydrogenase deficiency in Zambia."" Transactions of the Royal Society of Tropical Medicine and Hygiene 64: 78-93.",ZMB,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b70,100,-13.0103,-38.6979,Brazil,293,258,22,1,NO,YES,,IBD00134,"Azevedo, E. S., K. M. Costa Silva, et al. (1981). ""Genetic and anthropological studies in the island of Itaparica, Bahia, Brazil."" Human Heredity 31(6): 353-357.",BRA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1afa,99,-12.972,-38.502,Brazil,1200,1070,89,0,NO,YES,Wide-area (>10 and ? 25 km2),IBD00133,"Azevedo, E. S., A. F. P. Alves, et al. (1980). ""Distribution of abnormal hemoglobins and glucose-6-phosphate dehydrogenase variants in 1200 school children of Bahia, Brazil."" American Journal of Physical Anthropology 53: 509-512.",BRA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1eca,1012,-12.959,40.486,Mozambique,236,228,8,0,YES,YES,Point (? 10 km2),IBD02915,"Nieuwenhuis, F., B. Wolf, et al. (1986). ""Haematological study in Cabo Delgado province, Mozambique; sickle cell trait and G6PD deficiency."" Tropical and Geographical Medicine 38(2): 183-187.",MOZ,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c2b,107,-12.9556,26.9581,Zambia,158,129,29,0,YES,YES,,IBD00148,"Barclay, G. P., H. I. Jones, et al. (1970). ""A survey of the of sickle cell trait and glucose-6-phosphate dehydrogenase deficiency in Zambia."" Transactions of the Royal Society of Tropical Medicine and Hygiene 64: 78-93.",ZMB,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d16,431,-12.891,-38.678,Brazil,70,59,11,,NO,YES,Point (? 10 km2),IBD01043,"Kalmus, H. (1957). ""Defective colour vision, P.T.C. tasting and drepanocytosis in samples from fifteen Brazilian populations."" Annals of Human Genetics 21(4): 313-317.",BRA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b4b,111,-12.802,28.212,Zambia,10105,,1867,,NO,YES,Small polygon (>25 and ? 100 km2),IBD00149,"Barclay, G. P. and M. Splaine (1972). ""The distribution of the sickle cell trait in Zambia."" Tropical and Geographical Medicine 24: 393-400.",ZMB,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ee4,1047,-12.781,-38.928,Brazil,651,607,33,0,NO,YES,Point (? 10 km2),IBD03104,"Silva Wdos, S., A. Lastra, et al. (2006). ""[Evaluation of coverage by a neonatal screening program for hemoglobinopathies in the Reconcavo region of Bahia, Brazil]."" Cadernos de Saude Publica 22(12): 2561-2566.",BRA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c02,1262,-12.697,-38.847,Brazil,44,,5,2,NO,YES,Point (? 10 km2),IBD03323,"Silva Wdos, S., A. Lastra, et al. (2006). ""[Evaluation of coverage by a neonatal screening program for hemoglobinopathies in the Reconcavo region of Bahia, Brazil]."" Cadernos de saude publica / Ministerio da Saude, Fundacao Oswaldo Cruz, Escola Nacional de Saude Publica 22(12): 2561-2566.",BRA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ee6,1048,-12.621,-38.976,Brazil,515,456,46,0,NO,YES,Point (? 10 km2),IBD03104,"Silva Wdos, S., A. Lastra, et al. (2006). ""[Evaluation of coverage by a neonatal screening program for hemoglobinopathies in the Reconcavo region of Bahia, Brazil]."" Cadernos de Saude Publica 22(12): 2561-2566.",BRA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ee8,1049,-12.599,-38.968,Brazil,849,774,49,0,NO,YES,Point (? 10 km2),IBD03104,"Silva Wdos, S., A. Lastra, et al. (2006). ""[Evaluation of coverage by a neonatal screening program for hemoglobinopathies in the Reconcavo region of Bahia, Brazil]."" Cadernos de Saude Publica 22(12): 2561-2566.",BRA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bb1,1263,-12.582,-38.967,Brazil,42,,4,0,NO,YES,Point (? 10 km2),IBD03323,"Silva Wdos, S., A. Lastra, et al. (2006). ""[Evaluation of coverage by a neonatal screening program for hemoglobinopathies in the Reconcavo region of Bahia, Brazil]."" Cadernos de saude publica / Ministerio da Saude, Fundacao Oswaldo Cruz, Escola Nacional de Saude Publica 22(12): 2561-2566.",BRA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ecb,1013,-12.337,40.585,Mozambique,72,68,4,0,YES,YES,Point (? 10 km2),IBD02915,"Nieuwenhuis, F., B. Wolf, et al. (1986). ""Haematological study in Cabo Delgado province, Mozambique; sickle cell trait and G6PD deficiency."" Tropical and Geographical Medicine 38(2): 183-187.",MOZ,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1de9,743,-11.74,43.229,Comoros,126,120,6,0,NO,YES,Small polygon (>25 and ? 100 km2),IBD01898,"Singer, R., O. E. Budtz-Olsen, et al. (1957). ""Physical features, sickling and serology of the Malagasy of Madagascar."" American Journal of Physical Anthropology 15(1): 91-124.",COM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c2c,108,-11.6623,29.7451,Zambia,139,104,35,0,YES,YES,Point (? 10 km2),IBD00148,"Barclay, G. P., H. I. Jones, et al. (1970). ""A survey of the of sickle cell trait and glucose-6-phosphate dehydrogenase deficiency in Zambia."" Transactions of the Royal Society of Tropical Medicine and Hygiene 64: 78-93.",ZMB,TRUE,FALSE
